citing_paper,.out,time_unit,Species
"Turner, S 2006 Historic landscape characterisation: A landscape archaeology for
   research, management and planning LANDSCAPE RESEARCH",SHANKS M 1987 RECONSTRUCTING ARCHA,2006,community 5
"Turner, S 2006 Historic landscape characterisation: A landscape archaeology for
   research, management and planning LANDSCAPE RESEARCH",TILLEY CHRISTOPHER 2004 MAT STONE EXPLORATIO,2006,community 1
"Fernandez, H
   Hughes, S
   Vigne, JD
   Helmer, D
   Hodgins, G
   Miquel, C
   Hanni, C
   Luikart, G
   Taberlet, P 2006 Divergent mtDNA lineages of goats in an Early Neolithic site, far from
   the initial domestication areas PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF
   AMERICA",RAMSEY CB 2001 RADIOCARBON V43 P355,2006,community 14
"Fernandez, H
   Hughes, S
   Vigne, JD
   Helmer, D
   Hodgins, G
   Miquel, C
   Hanni, C
   Luikart, G
   Taberlet, P 2006 Divergent mtDNA lineages of goats in an Early Neolithic site, far from
   the initial domestication areas PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF
   AMERICA",REIMER PJ 2004 RADIOCARBON V46 P1029,2006,community 14
"Parker, AG
   Preston, G
   Walkington, H
   Hodson, MJ 2006 Developing a framework of Holocene climatic change and landscape
   archaeology for the lower Gulf region, southeastern Arabia ARABIAN ARCHAEOLOGY AND EPIGRAPHY",CULLEN HM 2000 GEOLOGY V28 P379 DOI 10113000917613200028<379CCATCO>20CO2,2006,community 37
"Anderson, PC
   Georges, JM
   Vargiolu, R
   Zahouani, H 2006 Insights from a tribological analysis of the tribulum JOURNAL OF ARCHAEOLOGICAL SCIENCE",SEMENOV SA 1964 PREHISTORIC TECHNOLO,2006,community 20
"Migowski, C
   Stein, M
   Prasad, S
   Negendank, JFW
   Agnon, A 2006 Holocene climate variability and cultural evolution in the Near East
   from the Dead Sea sedimentary record QUATERNARY RESEARCH",CULLEN HM 2000 GEOLOGY V28 P379 DOI 10113000917613200028<379CCATCO>20CO2,2006,community 37
"Migowski, C
   Stein, M
   Prasad, S
   Negendank, JFW
   Agnon, A 2006 Holocene climate variability and cultural evolution in the Near East
   from the Dead Sea sedimentary record QUATERNARY RESEARCH",WEISS H 1993 SCIENCE V261 P995 DOI 101126SCIENCE2615124995,2006,community 37
"Davies, CP 2006 Holocene paleoclimates of southern Arabia from lacustrine deposits of
   the Dhamar highlands, Yemen QUATERNARY RESEARCH",STUIVER M 1998 RADIOCARBON V40 P1041,2006,community 25
"Parker, AG
   Goudie, AS
   Stokes, S
   White, K
   Hodson, MJ
   Manning, M
   Kennet, D 2006 A record of Holocene climate change from lake geochemical analyses in
   southeastern Arabia QUATERNARY RESEARCH",CULLEN HM 2000 GEOLOGY V28 P379 DOI 10113000917613200028<379CCATCO>20CO2,2006,community 37
"Andrews, P 2006 Taphonomic effects of faunal impoverishment and faunal mixing PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY",LYMAN R L 1994 VERTEBRATE TAPHONOMY,2006,community 4
"Dawdy, SL 2006 The taphonomy of disaster and the (re)formation of New Orleans AMERICAN ANTHROPOLOGIST",SCHIFFER M B 1987 FORMATION PROCESSES,2006,community 12
"Ramsey, CB
   Buck, CE
   Manning, SW
   Reimer, P
   van der Plicht, H 2006 Developments in radiocarbon calibration for archaeology ANTIQUITY",RAMSEY CB 2001 RADIOCARBON V43 P355,2006,community 14
"Ramsey, CB
   Buck, CE
   Manning, SW
   Reimer, P
   van der Plicht, H 2006 Developments in radiocarbon calibration for archaeology ANTIQUITY",REIMER PJ 2004 RADIOCARBON V46 P1029,2006,community 14
"Ramsey, CB
   Buck, CE
   Manning, SW
   Reimer, P
   van der Plicht, H 2006 Developments in radiocarbon calibration for archaeology ANTIQUITY",STUIVER M 1993 RADIOCARBON V35 P215,2006,community 25
"Ramsey, CB
   Buck, CE
   Manning, SW
   Reimer, P
   van der Plicht, H 2006 Developments in radiocarbon calibration for archaeology ANTIQUITY",STUIVER M 1998 RADIOCARBON V40 P1041,2006,community 25
"Hudson, MJ 2006 Pots not people - Ethnicity, culture and identity in postwar Japanese
   archaeology CRITIQUE OF ANTHROPOLOGY",JONES S 1997 ARCHAEOLOGY ETHNICIT,2006,community 1
"Reinhardt, EG
   Goodman, BN
   Boyce, JI
   Lopez, G
   van Hengstum, P
   Rink, WJ
   Mart, Y
   Raban, A 2006 The tsunami of 13 December A.D. 115 and the destruction of Herod the
   Great's harbor at Caesarea Maritima, Israel GEOLOGY",AITKEN M J 1998 INTRO OPTICAL DATING,2006,community 7
"Reinhardt, EG
   Goodman, BN
   Boyce, JI
   Lopez, G
   van Hengstum, P
   Rink, WJ
   Mart, Y
   Raban, A 2006 The tsunami of 13 December A.D. 115 and the destruction of Herod the
   Great's harbor at Caesarea Maritima, Israel GEOLOGY",MURRAY AS 2000 RADIAT MEAS V32 P57 DOI 101016S135044879900253X,2006,community 7
"Reinhardt, EG
   Goodman, BN
   Boyce, JI
   Lopez, G
   van Hengstum, P
   Rink, WJ
   Mart, Y
   Raban, A 2006 The tsunami of 13 December A.D. 115 and the destruction of Herod the
   Great's harbor at Caesarea Maritima, Israel GEOLOGY",STUIVER M 1993 RADIOCARBON V35 P215,2006,community 25
"Reinhardt, EG
   Goodman, BN
   Boyce, JI
   Lopez, G
   van Hengstum, P
   Rink, WJ
   Mart, Y
   Raban, A 2006 The tsunami of 13 December A.D. 115 and the destruction of Herod the
   Great's harbor at Caesarea Maritima, Israel GEOLOGY",STUIVER M 1998 RADIOCARBON V40 P1041,2006,community 25
"Li, YY
   Willis, KJ
   Zhou, LP
   Cui, HT 2006 The impact of ancient civilization on the northeastern Chinese
   landscape: palaeoecological evidence from the Western Liaohe River
   Basin, Inner Mongolia HOLOCENE",STUIVER M 1993 RADIOCARBON V35 P215,2006,community 25
"Li, YY
   Willis, KJ
   Zhou, LP
   Cui, HT 2006 The impact of ancient civilization on the northeastern Chinese
   landscape: palaeoecological evidence from the Western Liaohe River
   Basin, Inner Mongolia HOLOCENE",WEISS H 1993 SCIENCE V261 P995 DOI 101126SCIENCE2615124995,2006,community 37
"Terrell, JE 2006 Human biogeography: evidence of our place in nature JOURNAL OF BIOGEOGRAPHY",SHENNAN S J 2002 GENES MEMES HUMAN HI,2006,community 2
"Galanidou, N 2006 Analytical and ethical issues concerning organic residues on Paleolithic
   chipped stone tools from NW Greece JOURNAL OF FIELD ARCHAEOLOGY",KEELEY L H 1980 EXPT DETERMINATION S,2006,community 20
"Tanyeri-Erdemir, T 2006 Archaeology as a source of national pride in the early years of the
   Turkish Republic JOURNAL OF FIELD ARCHAEOLOGY",TRIGGER BG 1984 MAN V19 P355 DOI 1023072802176,2006,community 5
"Sturt, F 2006 Local knowledge is required: a rhythmanalytical approach to the late
   Mesolithic and early Neolithic of the East Anglian Fenland, UK JOURNAL OF MARITIME ARCHAEOLOGY",BRADLEY R 1998 SIGNIFICANCE MONUMEN,2006,community 1
"Sturt, F 2006 Local knowledge is required: a rhythmanalytical approach to the late
   Mesolithic and early Neolithic of the East Anglian Fenland, UK JOURNAL OF MARITIME ARCHAEOLOGY",INGOLD T 1993 WORLD ARCHAEOL V25 P152,2006,community 1
"Sturt, F 2006 Local knowledge is required: a rhythmanalytical approach to the late
   Mesolithic and early Neolithic of the East Anglian Fenland, UK JOURNAL OF MARITIME ARCHAEOLOGY",INGOLD T 2000 PERCEPTION ENV ESSAY,2006,community 1
"Sturt, F 2006 Local knowledge is required: a rhythmanalytical approach to the late
   Mesolithic and early Neolithic of the East Anglian Fenland, UK JOURNAL OF MARITIME ARCHAEOLOGY",LUCAS G 2005 ARCHAEOLOGY TIME,2006,community 18
"Sturt, F 2006 Local knowledge is required: a rhythmanalytical approach to the late
   Mesolithic and early Neolithic of the East Anglian Fenland, UK JOURNAL OF MARITIME ARCHAEOLOGY",THOMAS J 2004 ARCHAEOLOGY MODERNIT,2006,community 1
"Sturt, F 2006 Local knowledge is required: a rhythmanalytical approach to the late
   Mesolithic and early Neolithic of the East Anglian Fenland, UK JOURNAL OF MARITIME ARCHAEOLOGY",TILLEY C 1994 PHENOMENOLOGY LANDSC,2006,community 1
"Herva, VP 2006 Flower lovers, after all? Rethinking religion and human-environment
   relations in Minoan Crete WORLD ARCHAEOLOGY",BRADLEY RICHARD 2000 ARCHAEOLOGY NATURAL,2006,community 1
"Herva, VP 2006 Flower lovers, after all? Rethinking religion and human-environment
   relations in Minoan Crete WORLD ARCHAEOLOGY",INGOLD T 2000 PERCEPTION ENV ESSAY,2006,community 1
"Isayev, E 2006 Archaeology not equal object as history not equal text: nudging the
   special relationship into the post-ironic WORLD ARCHAEOLOGY",DOBRES MARCIAANNE 2000 AGENCY ARCHAEOLOGY,2006,community 1
"Isayev, E 2006 Archaeology not equal object as history not equal text: nudging the
   special relationship into the post-ironic WORLD ARCHAEOLOGY",JONES S 1997 ARCHAEOLOGY ETHNICIT,2006,community 1
"Iriarte, J 2006 Landscape transformation, mounded villages and adopted cultigens: the
   rise of early Formative communities in south-eastern Uruguay WORLD ARCHAEOLOGY",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2006,community 1
"Iriarte, J 2006 Landscape transformation, mounded villages and adopted cultigens: the
   rise of early Formative communities in south-eastern Uruguay WORLD ARCHAEOLOGY",BRADLEY R 1998 SIGNIFICANCE MONUMEN,2006,community 1
"Iriarte, J 2006 Landscape transformation, mounded villages and adopted cultigens: the
   rise of early Formative communities in south-eastern Uruguay WORLD ARCHAEOLOGY",GIDDENS A 1979 CENTRAL PROBLEMS SOC,2006,community 1
"Iriarte, J 2006 Landscape transformation, mounded villages and adopted cultigens: the
   rise of early Formative communities in south-eastern Uruguay WORLD ARCHAEOLOGY",STUIVER M 1998 RADIOCARBON V40 P1041,2006,community 25
"Falabella, F
   Planella, MT
   Aspillaga, E
   Sanhueza, L
   Tykot, RH 2007 Diet in pottery-making societies from Central Chile: The contribution of
   stable isotope analyses CHUNGARA-REVISTA DE ANTROPOLOGIA CHILENA",AMBROSE S 1993 PREHISTORIC HUMAN BO P1,2007,community 3
"Falabella, F
   Planella, MT
   Aspillaga, E
   Sanhueza, L
   Tykot, RH 2007 Diet in pottery-making societies from Central Chile: The contribution of
   stable isotope analyses CHUNGARA-REVISTA DE ANTROPOLOGIA CHILENA",AMBROSE S M 1993 INVESTIGATIONS ANCIE P59,2007,community 3
"Falabella, F
   Planella, MT
   Aspillaga, E
   Sanhueza, L
   Tykot, RH 2007 Diet in pottery-making societies from Central Chile: The contribution of
   stable isotope analyses CHUNGARA-REVISTA DE ANTROPOLOGIA CHILENA",REIMER PJ 2004 RADIOCARBON V46 P1029,2007,community 14
"Falabella, F
   Planella, MT
   Aspillaga, E
   Sanhueza, L
   Tykot, RH 2007 Diet in pottery-making societies from Central Chile: The contribution of
   stable isotope analyses CHUNGARA-REVISTA DE ANTROPOLOGIA CHILENA",RICHARDS MP 1999 J ARCHAEOL SCI V26 P717 DOI 101006JASC19980387,2007,community 3
"Falabella, F
   Planella, MT
   Aspillaga, E
   Sanhueza, L
   Tykot, RH 2007 Diet in pottery-making societies from Central Chile: The contribution of
   stable isotope analyses CHUNGARA-REVISTA DE ANTROPOLOGIA CHILENA",SCHOENINGER MJ 1983 SCIENCE V220 P1381 DOI 101126SCIENCE6344217,2007,community 3
"Falabella, F
   Planella, MT
   Aspillaga, E
   Sanhueza, L
   Tykot, RH 2007 Diet in pottery-making societies from Central Chile: The contribution of
   stable isotope analyses CHUNGARA-REVISTA DE ANTROPOLOGIA CHILENA",TIESZEN LL 1993 PREHISTORIC HUMAN BO P121,2007,community 3
"Falabella, F
   Planella, MT
   Aspillaga, E
   Sanhueza, L
   Tykot, RH 2007 Diet in pottery-making societies from Central Chile: The contribution of
   stable isotope analyses CHUNGARA-REVISTA DE ANTROPOLOGIA CHILENA",VANDERMERWE NJ 1978 NATURE V276 P815 DOI 101038276815A0,2007,community 3
"Filipova-Marinova, M 2007 Palynological evidence of vegetation dynamic and human impact along the
   southern Bulgarian black sea coast COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES",FAEGRI K 1989 TXB POLLEN ANAL,2007,community 15
"Barry, A
   Thrift, N 2007 Gabriel Tarde: imitation, invention and economy ECONOMY AND SOCIETY",DELANDA M 2006 NEW PHILOS SOC ASSEM,2007,community 1
"Barry, A
   Thrift, N 2007 Gabriel Tarde: imitation, invention and economy ECONOMY AND SOCIETY",LATOUR B 2005 REASSEMBLING SOCIAL,2007,community 1
"Borjeson, L 2007 Boserup backwards? Agricultural intensification as 'its own driving
   force' in the Mbulu highlands, Tanzania GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY",INGOLD T 2000 PERCEPTION ENV ESSAY,2007,community 1
"Little, BJ 2007 Topical convergence: Historical archaeologists and historians on common
   ground HISTORICAL ARCHAEOLOGY",LIGHTFOOT KG 1995 AM ANTIQUITY V60 P199 DOI 102307282137,2007,community 6
"Little, BJ 2007 Topical convergence: Historical archaeologists and historians on common
   ground HISTORICAL ARCHAEOLOGY",ORSER C 1996 HIST ARCHAEOLOGY MOD,2007,community 13
"Little, BJ 2007 Topical convergence: Historical archaeologists and historians on common
   ground HISTORICAL ARCHAEOLOGY",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,2007,community 5
"Mann, R 2007 ""True portraitures of the Indians, and of their own peculiar conceits of
   dress"": Discourses of dress and identity in the Great Lakes, 1830-1850 HISTORICAL ARCHAEOLOGY",LIGHTFOOT KG 1995 AM ANTIQUITY V60 P199 DOI 102307282137,2007,community 6
"Deagan, K 2007 Eliciting contraband through archaeology: Illicit trade in
   eighteenth-century St. Augustine HISTORICAL ARCHAEOLOGY",RICE P M 1987 POTTERY ANAL SOURCEB,2007,community 17
"Baram, U 2007 Images of the Holy Land: The David Roberts paintings as artifacts of
   1830s Palestine HISTORICAL ARCHAEOLOGY",HALL M 2000 ARCHAEOLOGY MODERN W,2007,community 13
"Schmidt, PR
   Walz, JR 2007 Silences and mentions in history making HISTORICAL ARCHAEOLOGY",LIGHTFOOT KG 1995 AM ANTIQUITY V60 P199 DOI 102307282137,2007,community 6
"Schmidt, PR
   Walz, JR 2007 Silences and mentions in history making HISTORICAL ARCHAEOLOGY",ORSER C 1996 HIST ARCHAEOLOGY MOD,2007,community 13
"Voss, BL 2007 Image, text, object: Interpreting documents and artifacts as 'labors of
   representation' HISTORICAL ARCHAEOLOGY",DEETZ J 1977 SMALL THINGS FORGOTT,2007,community 13
"Connor, SE
   Thomas, I
   Kvavadze, EV 2007 A 5600-yr history of changing vegetation, sea levels and human impacts
   from the Black Sea coast of Georgia HOLOCENE",MOORE P D 1991 POLLEN ANAL,2007,community 15
"Connor, SE
   Thomas, I
   Kvavadze, EV 2007 A 5600-yr history of changing vegetation, sea levels and human impacts
   from the Black Sea coast of Georgia HOLOCENE",STUIVER M 1993 RADIOCARBON V35 P215,2007,community 25
"Boomer, I
   Waddington, C
   Stevenson, T
   Hamilton, D 2007 Holocene coastal change and geoarchaeology at Howick, Northumberland, UK HOLOCENE",RAMSEY CB 2001 RADIOCARBON V43 P355,2007,community 14
"Boomer, I
   Waddington, C
   Stevenson, T
   Hamilton, D 2007 Holocene coastal change and geoarchaeology at Howick, Northumberland, UK HOLOCENE",STUIVER M 1993 RADIOCARBON V35 P215,2007,community 25
"Boomer, I
   Waddington, C
   Stevenson, T
   Hamilton, D 2007 Holocene coastal change and geoarchaeology at Howick, Northumberland, UK HOLOCENE",STUIVER M 1998 RADIOCARBON V40 P1041,2007,community 25
"Llobera, M 2007 Modeling visibility through vegetation INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE",BARRETT JOHN C 1994 FRAGMENTS ANTIQUITY,2007,community 1
"Blick, JP 2007 Pre-Columbian impact on terrestrial, intertidal, and marine resources,
   San Salvador, Bahamas (AD 950-1500) JOURNAL FOR NATURE CONSERVATION",BINFORD L 1978 NUNAMIUT ETHNOARCHAE,2007,community 4
"Blick, JP 2007 Pre-Columbian impact on terrestrial, intertidal, and marine resources,
   San Salvador, Bahamas (AD 950-1500) JOURNAL FOR NATURE CONSERVATION",ERLANDSON J M 2006 J ISL COAST ARCHAEOL V1 P5 DOI DOI 10108015564890600639504,2007,community 2
"Dominguez-Rodrigo, M
   Diez-Martin, F
   Mabulla, A
   Luque, L
   Alcala, L
   Tarrino, A
   Lopez-Saez, JA
   Barba, R
   Bushozi, P 2007 The archaeology of the Middle Pleistocene deposits of Lake Eyasi,
   Tanzania JOURNAL OF AFRICAN ARCHAEOLOGY",KLEIN RG 2000 EVOL ANTHROPOL V9 P17 DOI 101002SICI15206505200091<17AIDEVAN3>30CO2A,2007,community 2
"Dominguez-Rodrigo, M
   Diez-Martin, F
   Mabulla, A
   Luque, L
   Alcala, L
   Tarrino, A
   Lopez-Saez, JA
   Barba, R
   Bushozi, P 2007 The archaeology of the Middle Pleistocene deposits of Lake Eyasi,
   Tanzania JOURNAL OF AFRICAN ARCHAEOLOGY",MCBREARTY S 2000 J HUM EVOL V39 P453 DOI 101006JHEV20000435,2007,community 2
"Monroe, JC 2007 Continuity, revolution or evolution on the slave coast of West Africa?
   Royal architecture and political order in precolonial Dahomey JOURNAL OF AFRICAN HISTORY",SMITH AT 2003 POLITICAL LANDSCAPE CONSTELLATIONS OF AUTHORITY IN EARLY COMPLEX POLITIES P1,2007,community 1
"Morin, E 2007 Fat composition and Nunamiut decision-making: a new look at the marrow
   and bone grease indices JOURNAL OF ARCHAEOLOGICAL SCIENCE",BINFORD L 1981 BONES ANCIENT MEN MO,2007,community 4
"Morin, E 2007 Fat composition and Nunamiut decision-making: a new look at the marrow
   and bone grease indices JOURNAL OF ARCHAEOLOGICAL SCIENCE",LYMAN R L 1994 VERTEBRATE TAPHONOMY,2007,community 4
"Meskell, L 2007 Falling walls and mending fences: Archaeological ethnography in the
   Limpopo JOURNAL OF SOUTHERN AFRICAN STUDIES",HUFFMAN T N 1996 SNAKES CROCODILES PO,2007,community 10
"Meskell, L 2007 Falling walls and mending fences: Archaeological ethnography in the
   Limpopo JOURNAL OF SOUTHERN AFRICAN STUDIES",SMITH L 2004 ARCHAEOLOGICAL THEOR,2007,community 31
"Minceva-Sukarova, B
   Grupce, O
   Tanevska, V
   Robeva-Cukovska, L
   Mamucevska-Miljkovic, S 2007 Micro-Raman spectroscopic studies of Byzantine cultural heritage in
   Republic of Macedonia MACEDONIAN JOURNAL OF CHEMISTRY AND CHEMICAL ENGINEERING",BELL IM 1997 SPECTROCHIM ACTA A V53 P2159 DOI 101016S1386142597001406,2007,community 16
"Reyes, O
   Mendez, C
   Roman, MS
   Cardenas, P
   Velasquez, H
   Trejo, V
   Morello, F
   Stern, C 2007 The archaeology of the northern channels: New results from the Seno Gala
   1 site (similar to 440 S, Region de Aisen, Chile) MAGALLANIA",BINFORD L 1981 BONES ANCIENT MEN MO,2007,community 4
"Reyes, O
   Mendez, C
   Roman, MS
   Cardenas, P
   Velasquez, H
   Trejo, V
   Morello, F
   Stern, C 2007 The archaeology of the northern channels: New results from the Seno Gala
   1 site (similar to 440 S, Region de Aisen, Chile) MAGALLANIA",LYMAN R L 1994 VERTEBRATE TAPHONOMY,2007,community 4
"Prince, P 2007 Determinants and implications of bone grease rendering: A pacific
   northwest example NORTH AMERICAN ARCHAEOLOGIST",BINFORD L 1981 BONES ANCIENT MEN MO,2007,community 4
"Prince, P 2007 Determinants and implications of bone grease rendering: A pacific
   northwest example NORTH AMERICAN ARCHAEOLOGIST",BINFORD L 1978 NUNAMIUT ETHNOARCHAE,2007,community 4
"Insoll, D 2007 'Natural' or 'human' spaces? Tallensi sacred groves and shrines and
   their potential implications for aspects of Northern European prehistory
   and phenomenological interpretation NORWEGIAN ARCHAEOLOGICAL REVIEW",BRUCK J 2005 ARCHAEOL DIALOG V12 P45 DOI 101017S1380203805001583,2007,community 1
"Insoll, D 2007 'Natural' or 'human' spaces? Tallensi sacred groves and shrines and
   their potential implications for aspects of Northern European prehistory
   and phenomenological interpretation NORWEGIAN ARCHAEOLOGICAL REVIEW",INGOLD T 1993 WORLD ARCHAEOL V25 P152,2007,community 1
"Insoll, D 2007 'Natural' or 'human' spaces? Tallensi sacred groves and shrines and
   their potential implications for aspects of Northern European prehistory
   and phenomenological interpretation NORWEGIAN ARCHAEOLOGICAL REVIEW",LATOUR B 2005 REASSEMBLING SOCIAL,2007,community 1
"Insoll, D 2007 'Natural' or 'human' spaces? Tallensi sacred groves and shrines and
   their potential implications for aspects of Northern European prehistory
   and phenomenological interpretation NORWEGIAN ARCHAEOLOGICAL REVIEW",TILLEY C 1994 PHENOMENOLOGY LANDSC,2007,community 1
"Brekke, T 2007 Bones of contention: Buddhist relics, nationalism and the politics of
   archaeology NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS",HODDER IAN 1982 SYMBOLIC STRUCTURAL,2007,community 5
"Brekke, T 2007 Bones of contention: Buddhist relics, nationalism and the politics of
   archaeology NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS",SHANKS M 1987 RECONSTRUCTING ARCHA,2007,community 5
"Brekke, T 2007 Bones of contention: Buddhist relics, nationalism and the politics of
   archaeology NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS",TRIGGER BG 1984 MAN V19 P355 DOI 1023072802176,2007,community 5
"Bubenzer, O
   Hilgers, A
   Riemer, H 2007 Luminescence dating and archaeology of holocene fluvio-lacustrine
   sediments of Abu Ttartur, Eastern Sahara QUATERNARY GEOCHRONOLOGY",MURRAY AS 2000 RADIAT MEAS V32 P57 DOI 101016S135044879900253X,2007,community 7
"Bubenzer, O
   Hilgers, A
   Riemer, H 2007 Luminescence dating and archaeology of holocene fluvio-lacustrine
   sediments of Abu Ttartur, Eastern Sahara QUATERNARY GEOCHRONOLOGY",PRESCOTT JR 1994 RADIAT MEAS V23 P497 DOI 1010161350448794900868,2007,community 7
"Sanderson, DCW
   Bishop, P
   Stark, M
   Alexander, S
   Penny, D 2007 Luminescence dating of canal sediments from Angkor borei, mekong delta,
   southern Cambodia QUATERNARY GEOCHRONOLOGY",MEJDAHL V 1979 ARCHAEOMETRY V21 P61 DOI 101111J147547541979TB00241X,2007,community 7
"Sanderson, DCW
   Bishop, P
   Stark, M
   Alexander, S
   Penny, D 2007 Luminescence dating of canal sediments from Angkor borei, mekong delta,
   southern Cambodia QUATERNARY GEOCHRONOLOGY",PRESCOTT JR 1994 RADIAT MEAS V23 P497 DOI 1010161350448794900868,2007,community 7
"Stephens, M
   Roberts, RG
   Lian, OB
   Yoshida, H 2007 Progress in optical dating of guano-rich sediments associated with the
   deep skull, west mouth of the great cave of Niah, Sarawak, Borneo QUATERNARY GEOCHRONOLOGY",GALBRAITH RF 1999 ARCHAEOMETRY V41 P339 DOI 101111J147547541999TB00987X,2007,community 7
"Stephens, M
   Roberts, RG
   Lian, OB
   Yoshida, H 2007 Progress in optical dating of guano-rich sediments associated with the
   deep skull, west mouth of the great cave of Niah, Sarawak, Borneo QUATERNARY GEOCHRONOLOGY",MURRAY AS 2003 RADIAT MEAS V37 P377 DOI 101016S1350448703000532,2007,community 7
"Stephens, M
   Roberts, RG
   Lian, OB
   Yoshida, H 2007 Progress in optical dating of guano-rich sediments associated with the
   deep skull, west mouth of the great cave of Niah, Sarawak, Borneo QUATERNARY GEOCHRONOLOGY",MURRAY AS 2000 RADIAT MEAS V32 P57 DOI 101016S135044879900253X,2007,community 7
"Stephens, M
   Roberts, RG
   Lian, OB
   Yoshida, H 2007 Progress in optical dating of guano-rich sediments associated with the
   deep skull, west mouth of the great cave of Niah, Sarawak, Borneo QUATERNARY GEOCHRONOLOGY",PRESCOTT JR 1994 RADIAT MEAS V23 P497 DOI 1010161350448794900868,2007,community 7
"Thompson, J
   Rink, WJ
   Lopez, GI 2007 Optically stimulated luminescence age of the old cedar midden, St.
   Joseph Peninsula state park, Florida QUATERNARY GEOCHRONOLOGY",ADAMIEC G 1998 ANCIENT TL V16 P37,2007,community 7
"Thompson, J
   Rink, WJ
   Lopez, GI 2007 Optically stimulated luminescence age of the old cedar midden, St.
   Joseph Peninsula state park, Florida QUATERNARY GEOCHRONOLOGY",MURRAY AS 2003 RADIAT MEAS V37 P377 DOI 101016S1350448703000532,2007,community 7
"Thompson, J
   Rink, WJ
   Lopez, GI 2007 Optically stimulated luminescence age of the old cedar midden, St.
   Joseph Peninsula state park, Florida QUATERNARY GEOCHRONOLOGY",MURRAY AS 2000 RADIAT MEAS V32 P57 DOI 101016S135044879900253X,2007,community 7
"Barta, P
   Stolc, S 2007 HBCO correction: Its impact on archaeological absolute dating RADIOCARBON",RAMSEY CB 2001 RADIOCARBON V43 P355,2007,community 14
"Barta, P
   Stolc, S 2007 HBCO correction: Its impact on archaeological absolute dating RADIOCARBON",RAMSEY CB 1995 RADIOCARBON V37 P425,2007,community 14
"Unkel, I
   Kromer, B
   Reindel, M
   Wacker, L
   Wagner, G 2007 A chronology of the pre-Columbian Paracas and Nasca cultures in south
   Peru based on AMS C-14 dating RADIOCARBON",RAMSEY CB 2001 RADIOCARBON V43 P355,2007,community 14
"Unkel, I
   Kromer, B
   Reindel, M
   Wacker, L
   Wagner, G 2007 A chronology of the pre-Columbian Paracas and Nasca cultures in south
   Peru based on AMS C-14 dating RADIOCARBON",RAMSEY CB 1995 RADIOCARBON V37 P425,2007,community 14
"Youn, M
   Kim, JC
   Kim, HK
   Tumen, D
   Navaan, D
   Erdene, M 2007 Dating the Tavan Tolgoi site, Mongolia: Burials of the nobility from
   Genghis Khan's Era RADIOCARBON",RAMSEY CB 2001 RADIOCARBON V43 P355,2007,community 14
"Youn, M
   Kim, JC
   Kim, HK
   Tumen, D
   Navaan, D
   Erdene, M 2007 Dating the Tavan Tolgoi site, Mongolia: Burials of the nobility from
   Genghis Khan's Era RADIOCARBON",RAMSEY CB 1995 RADIOCARBON V37 P425,2007,community 14
"Youn, M
   Kim, JC
   Kim, HK
   Tumen, D
   Navaan, D
   Erdene, M 2007 Dating the Tavan Tolgoi site, Mongolia: Burials of the nobility from
   Genghis Khan's Era RADIOCARBON",REIMER PJ 2004 RADIOCARBON V46 P1029,2007,community 14
"Bower, NW
   McCants, SA
   Custodio, JM
   Ketterer, ME
   Getty, SR
   Hoffman, JM 2007 Human lead exposure in a late 19th century mental asylum population SCIENCE OF THE TOTAL ENVIRONMENT",AMBROSE SH 1990 J ARCHAEOL SCI V17 P431 DOI 101016030544039090007R,2007,community 3
"Chen, K
   Leona, M
   Vo-Dinh, T 2007 Surface-enhanced Raman scattering for identification of organic pigments
   and dyes in works of art and cultural heritage material SENSOR REVIEW",BELL IM 1997 SPECTROCHIM ACTA A V53 P2159 DOI 101016S1386142597001406,2007,community 16
"Ruiz, IM
   Garcia-Heras, M
   Lopez-Romero, E 2007 Archaeometry: Changes and current trends TRABAJOS DE PREHISTORIA",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,2007,community 5
"Segura, JS 2007 Redefining the material record. recent implications from Anglo-American
   landscape archaeology TRABAJOS DE PREHISTORIA",BARRETT JOHN C 1994 FRAGMENTS ANTIQUITY,2007,community 1
"Segura, JS 2007 Redefining the material record. recent implications from Anglo-American
   landscape archaeology TRABAJOS DE PREHISTORIA",BENDER B 1993 LANDSCAPE POLITICS P,2007,community 1
"Segura, JS 2007 Redefining the material record. recent implications from Anglo-American
   landscape archaeology TRABAJOS DE PREHISTORIA",BENDER BARBARA 1998 STONEHENGE MAKING SP,2007,community 1
"Segura, JS 2007 Redefining the material record. recent implications from Anglo-American
   landscape archaeology TRABAJOS DE PREHISTORIA",BINFORD LR 1965 AM ANTIQUITY V31 P203 DOI 1023072693985,2007,community 5
